separat|special,separate 
separation|separation 
separera|separate,skimmed milk 
separera|separate 
september|September,a cold September 
se|notice,watch 
se|see, look 
se|view,perceive 
se ut|look,it looks like rain 
serb|Serb(ian) 
Serbien| 
serbisk|Serb(ian) 
serbiska| 
serbiska| 
serenad|serenade 
sergeant|sergeant 
serie|set,succession 
serie|[comic] strip,cartoon 
serie|series,league leader 
seriös|serious,solemn 
serpentin|meander,wind 
serpentin|streamer 
serum|serum 
serva|serve 
serva|service,supply 
serve|serve,service 
server|server 
servera|serve,wait on 
servering|buffet,cafeteria 
servett|serviette,[table] napkin 
service|service,the local authorities provide a variety of public services for the inhabitants 
service|overhaul,have one&amp;#39;s car at the garage for an overhaul 
service:bostad|service accommodation (flat, etc.) 
service:box|night safe, (night depository [US]) 
service:hus|[block of] service flats,a form of accommodation providing certain shared services for the elderly (e.g. &amp;quot;pensionärshem&amp;quot;) 
service:näring|service industry 
service:yrke|service occupation 
servil|servile 
servis|set,service 
servis|tip,service charge 
servitris|waitress 
servitör|waiter 
servo-|servo,servo brakes 
sesam|sesame,sesame seed 
session|session,meeting 
seså|now then!,do as I say 
seså|there, there! 
set|set 
set|set,twin set 
sett|watched,seen 
se:värd|remarkable,worth seeing 
sevärdhet|sight,sth. worth seeing 
sex|six 
sex|sex,sex and violence on TV 
sexa|sixth,six 
sexa|light supper,[pickled] herring dinner 
sexig|sexy,sexy clothes 
sextett|sextet 
sextio|sixty,sixtieth 
sexton|sixteen,sixteenth 
sexual-|sexual,sexual drive 
sexualitet|sexuality 
sexual:undervisning|sex education (instruction),&amp;quot;Sex education is part of the normal curriculum of both pre-school and the junior level of nine-year compulsory school. The teacher starts by explaining how babies are conceived and what happens to the body as the individual grows up. At the senior level of the nine-year compulsory school, sex education covers contraceptives and a number of other topics.&amp;quot; 
sexuell|sexual,sexual experience 
SFI|Swedish for Immigrants,&amp;quot;Swedish for Immigrants is given both in the form of basic and advanced courses. The former is organized by the local authorities, the latter by the adult educational associations and the AMU (Labour Market Training) authorities. To participate in SFI, the immigrant must have been officially entered in the population register or have been waiting for a residence permit for a period of time stipulated by the government.&amp;quot; 
SFS|Swedish Code of Statutes 
sfär|sphere,subject area 
shampo|shampoo 
shejk|sheik 
sheriff|sheriff 
sherry|sherry 
shop|(store [US]),shop 
shoppa|go (be out) shopping,shop 
shorts|shorts 
show|show,restaurant entertainment 
showbusiness|show business 
si|(her knowledge of the subject) is a bit shaky (&amp;quot;not so good&amp;quot;) 
sia|prophesy,it is hard to tell what the future will bring 
sicken|what,what a great-looking guy! 
sicksack|zigzag,in a zigzag (&amp;quot;in a line resembling a row of z&amp;#39;s (zzzzzz)&amp;quot;) 
SIDA|the Swedish International Development Authority,the Swedish state authority for the provision of aid to the third world 
sida|aspect,point of view 
sida|page,page after page 
siden|silk,silk dress 
sid:led|move sideways (&amp;quot;in a sideways direction&amp;quot;) 
siesta|siesta 
SIF|the Swedish Union of Clerical and Technical Employees in Industry,&amp;quot;A trade union organization affiliated with the Central Organization of Salaried Employees.&amp;quot; 
siffra|figure,numeral 
Sifo|the Swedish Institute of Public Opinion Research 
sig|oneself, himself, herself, itself, themselves 
sight-seeing|sightseeing,sightseeing trip 
sigill|seal 
signal|signal; ring,further indications from the government 
signalement|description,they gave a good description of the man 
signalera|signal; announce,all I could get was the busy signal 
signatur|signature 
signatur|pseudonym,signed &amp;quot;exasperated mother of three&amp;quot; 
signatur:melodi|signature tune 
signera|sign,sign a painting 
signet:ring|signet ring 
signifikant|significant 
signifikativ|significative,typical 
sik|lavaret,whitefish 
sikt|view,visibility 
sikt|screen,sieve 
sikta|aim,he aimed his rifle at me 
sikta|sight,in the morning we sighted a vessel 
sikta|pass through a sieve,sift 
sikte|sight,telescopic sight 
sikte|sight,you mustn&amp;#39;t lose sight of him for a second 
sil|colander,strainer 
sil|fix,shot 
sila|trickle,strain 
silhuett|silhouette 
silikon|silicone 
silke|silk 
sill|herring,herring and potatoes 
silo|silo 
siluett|silhouette 
silver|silver,a bowl of real silver 
silver|silver [medal],she picked up the silver in the fifty kilometres 
sim|swimming [style],breast stroke 
simma|swim,swimming 
simmare|swimmer,girl swimmer 
simmig|syrupy,thick 
simmig|hazy 
simpel|low,common 
simsalabim|hey presto,abracadabra 
sim:skola|swimming school,&amp;quot;In the summer, many municipalities provide swimming lessons for children free of charge. There are swimming schools for adults, too.&amp;quot; 
simulator|simulator,flight simulator 
simulera|feign,sham 
simulera|simulate,run a computer simulation of a traffic situation 
simultan-|simultaneous,simultaneous interpretation 
sin|his,one&amp;#39;s 
sina|run short,become (run) dry 
singel|singles [match],as in a singles match (of tennis, etc.) 
singel|single,a gramophone record having only one recording on each side 
singel|shingle,[coarse] gravel 
singel:olycka|single-driver (one-car) accident,a road accident involving only one vehicle 
singla|float,dance 
singular|singular 
sinnad|minded,inclined 
sinne|sense,material world 
sinne|mind,nature 
sinne|sense,feeling 
sinne:lag|temperament,disposition 
sinnes:frånvaro|absent-mindedness 
sinnes:sjuk|mentally ill (deranged),mental illness 
sinne:värld|material (external) world, 
sinnlig|carnal,sensual 
sinnrik|ingenious,an ingenious invention 
sinom|in due time (&amp;quot;when the time is ripe, eventually&amp;quot;) 
sinsemellan|between (among) ourselves (yourselves, themselves) 
sionism|Zionism,Zionist 
SIOS|Joint Committe for Ethnic Organizations in Sweden 
sippa|windflower,anemone 
sippra|trickle, ooze 
sirap|syrup, treacle 
siren|siren,factory hooter (siren) 
sirlig|graceful,elegant 
sist|at the end,last 
sista|last,back 
sistnämnd|last-mentioned,latter 
sistone|recently,lately 
sisu|go,bulldog spirit 
sit up|sit-up 
sits|seat,seat of a chair 
sits|lie [of the cards],order [of players] 
sitt|his,her 
sitta|be seated (sitting),sit 
sitta|be,act (serve) as 
sitta|be placed (located); be fixed (fitted, kept in place) 
sitta|fit,the trousers fit well 
sitta emellan|suffer,be the sufferer 
sitta inne|be in prison,do time 
sitta inne|possess, be in possession of 
sitta åt|be too tight,be tight (a tight fit) 
sittning|meeting,sitting 
sitt:strejk|sit-down strike 
situation|position,occasion 
SJ AB|The Swedish State Railways,&amp;quot;A public-service corporation offering goods and passenger transport services by train, boat and bus.&amp;quot; 
sjabbel|fumbling,mess 
sjabbig|shabby 
sjabbla|mess up,fumble 
sjal|scarf,shawl 
sjalett|kerchief,headscarf 
sjas|be off!,shoo! 
sjaskig|shabby,untidy 
sjok|layer,sheet 
sju|seven 
sjua|seventh,seven 
sjuda|boil,seethe 
sjuk|ill,sick 
sjuk|having a propensity to,given to 
sjuka|illness,diabetes 
sjuk:anmälan|reporting sick,notification of illness 
sjukanmäla|report sick,she&amp;#39;s off sick 
sjuk:besök|visit [to sby ill],sick-call 
sjukdom|disease,illness 
sjuk:ersättning|sickness benefit (allowance) 
sjuk:frånvaro|absence due to sickness 
sjuk:försäkring|medical coverage,health insurance 
sjuk:gymnast|(physical therapist [US]),physiotherapist 
sjuk:gymnastik|(physical therapy [US]),physiotherapy 
sjuk:hem|nursing home 
sjuk:hus|hospital,be in hospital 
sjukhus:sjuka|nosocomial (hospital acquired) infection 
sjuk:intyg|medical (doctor&amp;#39;s) certificate 
sjuk:journal|case record (sheet, notes) 
sjuk:kassa|health insurance office 
sjuklig|sickly,unhealthy 
sjukling|patient,invalid 
sjuk:penning|sickness benefit (allowance),&amp;quot;To qualify for sickness benefit, you must be in receipt of an income larger than a certain specified amount. The size of the benefit payable will depend both on your income and your working hours. Persons whose daily sickness allowance is less than 60 kronor can take out voluntary sickness allowance insurance with the Social Insurance Office.&amp;quot; 
sjukpenning:försäkring|sickness allowance insurance,&amp;quot;To qualify for sickness allowance insurance, you must be enroled in the social insurance scheme and be in receipt of an annual income over a certain amount. Everyone resident in Sweden is enroled in the insurance scheme in the month of their sixteenth birthday.&amp;quot; 
sjukpenning:grundande inkomst|[sickness benefit] qualifying income,&amp;quot;The size the qualifying income affects the amount actually paid out in benefits.&amp;quot; 
sjuk:pensionär|person receiving a disability (early-retirement) pension 
sjuk:skriven|sick-listed, be on the sick list 
sjuk:skrivning|reporting sick,putting on the sick-list 
sjuk:sköterska|nurse,college of nursing 
sjuk:stuga|cottage hospital,a small country hospital 
sjuk:syster|nurse 
sjuk:vård|nursing,medical service 
sjuk:vårdare|medical orderly,male nurse 
sjukvårds:biträde|nursing assistant,auxiliary nurse 
sjukvårds:ersättning|medical expenses allowance,compensation for medical care 
sjukvårds:huvudman|public health authority,the political body responsible for the organization of public health care services in a particular district or hospital 
sjukvårds:tolk|medical interpreter,&amp;quot;Candidates must first pass a public examination authorizing them to act as an interpreter. They are then examined in the speciality of their choice by the National Board of Trade.&amp;quot; 
sjunde|seventh 
sjunga|sing,she sang a few songs 
sjunka|go down,sink 
sjunka|sink,fall 
sjunka|sink,subside 
sjutillhållar:lås|seven-lever lock 
sjuttio|seventy,seventieth 
sjutton|seventeen,seventeenth 
sjyst|good, decent; fair 
sjå|trouble,tough job 
sjåpa sig|be silly,be namby-pamby 
sjåpig|silly,foolish 
själ|spirit,heart 
själ|soul,a simple soul 
själa:mässa|requiem 
själlös|vacuous,dull 
själslig|spiritual,mental 
själs:styrka|fortitude,strength of mind 
själv|himself,ourselves 
själv|ourselves,themselves 
själv:aktning|self-respect,self-esteem 
själv:bestämmande|self-determination,right of self-determination 
självbevarelse:drift|instinct of self-preservation 
själv:biografi|autobiography,autobiographical 
själv:deklaration|income-tax return [form] 
självfallen|obvious,(self-)evident 
självfallet|obviously, evidently; naturally 
själv:försörjande|self-supporting,self-sufficient 
själv:förtroende|self-reliance,self-confidence 
själv:förverkligande|self-fulfilment,self-realization 
själv:förvållad|self-inflicted 
själv:god|self-righteous,smug 
själv:hävdelse|self-assertion,need to assert oneself 
självisk|egoistic,selfish 
själv:klar|natural,obvious 
självkostnads:pris|cost price 
själv:känsla|self-esteem,shouldering responsibility bolsters one&amp;#39;s self-esteem 
själv:lärd|autodidactic,self-taught 
självmant|voluntarily, of one&amp;#39;s own accord 
själv:medveten|self-assured,self-confident 
själv:mord|suicide,commit suicide 
själv:risk|excess 
själv:servering|self-service,self-service restaurant (cafeteria) 
själv:skriven|obvious,natural 
själv:styre|autonomy,self-government 
själv:ständig|independent,she took an independent view 
själv:ständighet|self-government,independence 
självs:våld|arbitrariness,high-handedness 
själv:säker|cocksure,self-assured 
själv:uppfyllande|self-fulfilling,self-fulfilling prophecy 
själv:upptagen|self-absorbed,self-centred 
själv:ändamål|end in itself,efficiency sometimes becomes an end in itself 
sjätte|sixth 
sjö|lake,sea 
sjöd|seethed,boiled 
sjö:fart|shipping,navigation 
Sjöfartssektionen vid försäkringskassan|Seamen&amp;#39;s Section of the Social Insurance Office,a special section of the Gothenburg Social Insurance Office specializing among other things in the administration of sickness benefits for sailors. The section administers cases of illness reported from all parts of Sweden 
sjö:gräs|seaweed 
sjö:gång|high (rough) sea,heavy sea 
sjö:man|sailor, seaman, mariner 
sjö:mil|nautical mile 
sjöng|sang 
sjönk|sank 
sjö:nöd|distress [at sea],be in distress 
Sjöräddningen|the coastguard (sea rescue) service,&amp;quot;The coastguard service can be contacted on telephone number 112&amp;quot; 
sjö:rövare|pirate 
sjö:sjuk|seasick 
sjö:sjuka|seasickness,seasickness pill 
sjö:slag|naval (sea) battle 
sjöss|sea,at sea 
sjö:stjärna|starfish 
sjösätta|launch,launching 
sjö:tunga|sole 
ska|shall,will 
ska|have to,shall 
skabb|scabies,scab 
skabrös|obscene,scabrous 
skada|injury, hurt; damage; harm; loss; detriment 
skada|pity,it&amp;#39;s a pity she can&amp;#39;t come 
skada|hurt,injure 
skade:glad|malicious,delight in others&amp;#39; misfortunes 
skade:glädje|schadenfreude,malicious pleasure (glee) 
skade:görelse|damage,vandalism of schools is on the increase 
skadeslös|indemnified,compensated 
skade:stånd|damages,reparation(s) 
skade:verkning|damage 
skadlig|harmful,injurious 
skadskjuta|wound,injure an animal by shooting 
skaffa|get, get hold of, obtain, procure, find; furnish, provide 
skaffa|do,she refused to have anything to do with it 
skafferi|pantry,larder 
skaffning|meal,food 
skafföttes|lie head to foot 
skaft|handle,stem 
skaft|leg,shaft 
skaft|have one&amp;#39;s head screwed on the right way (&amp;quot;be clever&amp;quot;) 
skakad|shaken,the government was shaken by the result of the opinion poll 
skakande|distressing, upsetting, harrowing 
skaka|shake; agitate,shake out the bedclothes 
skaka|shake,tremble 
skakis|shaky,nervous 
skal|shell,peel 
skala|scale,practice scales 
skala|range,scale 
skala|shell,pare 
skal:bagge|beetle 
skald|bard,poet 
skal:djur|shellfish,crustacean 
skalk|rind,crust 
skall|will, shall, must, have to 
skall|barking,bark 
skalla|clang, ring, blast; resound 
skalla|head,he got into a fight and was headbutted in the face 
skalle|head,cranium 
skall:gång|[organized] search 
skallig|bald-headed,bald 
skallra|rattle 
skallra|chatter,rattle 
skalp|scalp,be out after sby&amp;#39;s blood (&amp;quot;wish to overcome sby&amp;quot;) 
skalpell|scalpel 
skalv|shook, trembled 
skalv|quake,aftershock 
skam|dishonour,ignominy 
skam|shame,have you no shame in you? 
skam:filad|tarnished,worse for wear 
skam:fläck|blot,stain 
skam:grepp|dirty trick 
skamlig|outrageous,shameful 
skam:lös|brazen,impudent 
skam:påle|pillory,be pilloried (&amp;quot;be exposed to public ridicule&amp;quot;) 
skamsen|shamefaced,ashamed 
skam:vrå|corner,the &amp;quot;corner&amp;quot; in which children were sent to stand after disobedience or mischief 
skandal|scandal,cause a scandal 
skandalös|scandalous,outrageous 
skandera|scan 
Skandinavien|Scandinavia,Denmark, Sweden and Norway 
skandinavisk|Scandinavian 
skanner|scanner,scan 
skans|redoubt,earthwork 
Skansen|Skansen (pleasure garden and open-air museum),an old open-air museum and zoological garden in Stockholm 
skapa|cause,engender 
skapare|composer,creator 
skapelse|creation,making 
skaplig|passable,tolerable 
skar|cut 
skara|body,multitude 
skare|crust [on snow] 
skarf|scarf 
skarp|keen,strong 
skarp|bright,keen 
skarpen| 
skarp:sinne|acumen, acuity, perspicacity 
skarp:syn|sharp-sightedness,sharp-sighted 
skarv|seam,joint 
skarva|add,lengthen 
skata|magpie 
skateboard|skateboard 
skatt|tax,duty 
skatt|treasure; riches, wealth 
skatta|estimate; esteem, value 
skatta|pay taxes 
skatte:kolumn|tax column,a column of the tax table showing the amount of tax payable in various income brackets 
skatte:krona|rate of taxation,the percentage of the total assessable income payable (in local taxes) 
skatte:medel|tax revenue,waste of taxpayers&amp;#39; money 
skatte:myndighet|tax authority 
skatteplanera|engage in tax avoidance schemes,tax avoidance 
skattepliktig inkomst|taxable (assessable) income,&amp;quot;Income derived from gainful employment (permanent or temporary), from capital, from property, or from business.&amp;quot; 
skatte:utjämning|tax equalization,tax relief for a municipality in the form of contributions from the county council or state 
Skatteverket|tax office 
skatte:återbäring|tax refund,&amp;quot;the amount of tax refundable is shown on the final tax assessment note sent to the taxpayer in December each year&amp;quot; 
skatt:sedel|notice of tax assessment,[income-tax] demand note 
skav|chafe,sore 
skavank|defect, fault; flaw 
skava|chafe,scrape 
sked|spoon,spoonful 
skedde|happened,occurred 
skede|period, era; phase; stage 
skeende|[course of] events,development 
skela|squint 
skelett|skeleton,framework 
skel:ögd|cross-eyed,squinting 
sken|shone; blazed 
sken|glare,light 
sken-|mock,sham 
skena|rail,strip 
skena|run away,bolt 
skenbar|apparent,seeming 
sken:ben|shinbone 
sken:bild|phantom,distorted picture 
sken:helig|canting,hypocritical 
skepnad|figure; shape, guise 
skepp|vessel,ship 
skepp|nave,transept 
skeppa|send by ship,ship 
skeppare|master,skipper 
skepps:brott|shipwreck,be wrecked 
skepps:bruten|castaway,shipwrecked 
skepsis|(skepticism [US]),(skepsis [US]) 
skeptisk|(skeptical [US]),sceptical 
ske|take place,happen 
sketch|sketch,sketch 
skett|taken place,come about 
skev|distorted,warped 
skick|state,condition 
skick|manners,(behavior [US]) 
skickad|suited,fitted 
skicka|send; forward, dispatch; remit 
skickelse|fate,destiny 
skicklig|capable,clever 
skida|ski,in the winter he often goes skiing 
skida|sheath,scabbard 
skiffer|slate,shale 
skift|shift,work in shifts 
skifta|shift,exchange for 
skifta|alter,change 
skift:arbetare|shift worker 
skift:arbete|shiftwork,&amp;quot;The shifts are relieved at regular intervals in order to keep production going. In three-shift production, for example, the shifts might be worked from 6:00 am to 2:00 pm, from 2:00 pm to 10:00 pm, and from 10:00 pm to 6:00 am.&amp;quot; 
skifte|changeover,change 
skifte|partition,distribution 
skift:gång|shift working 
skiftning|tinge,variation 
skift:nyckel|(monkey wrench [US]),adjustable spanner 
skift:tillägg|additional pay for shiftwork, shift premium 
skikt|layer,stratum 
skild|different,varying 
skild|divorced,separated 
skilde|separated 
skildes|divorced,separated 
skildra|portray,depict 
skiljaktig|different,divergent 
skilje:dom|award,arbitration [award] 
skilje:man|arbitrator,referee 
skilje:nämnd|arbitration board,arbitral tribunal (body) 
skilja|separate, part, sever; divide 
skilja|distinguish, differentiate, tell apart 
skiljer sig|divorce,separate 
skilja sig|be different,part 
skilje:tecken|punctuation mark 
skilje:väg|crossroad 
skilling:tryck|broadsheet ballad,chapbook 
skillnad|distinction,divergence 
skillnad|difference,discrepancy 
skiljas|part,separate 
skils:mässa|parting,divorce 
skilt|distinguished,separated 
skilts|divorced,separated 
skimmer|shimmer,lustre 
skimra|glitter,gleam 
skina|shine,glare 
skingra|divert,scatter 
skinit|glared,gleamed 
skinka|buttock,ham 
skinn|coat,skin 
skinna|fleece,skin 
skipa|administer,administer justice (&amp;quot;ensure that justice is done&amp;quot;) 
skippa|skip 
skir|tender,light 
skiss|outline,sketch 
skissera|sketch [out],sketch 
skit|dirt,rubbish 
skit-|very,bloody brilliant 
skita ner|[make] dirty 
skita|shit, crap 
skit:snack|bullshit, crap, balls 
skiva|plate, board, slab, slice, disc, (disk [US]) 
skiva|(disk [US]),record 
skiva|disc, (disk [US]) 
skiva|party,school-leaving party 
skiva|cut,slice 
skiv:spelare|turntable,recordplayer 
skiv:stång|barbell 
skjorta|shirt,cotton shirt 
skjul|hovel,hut 
skjut:bana|shooting range,rifle range 
skjuta|shoot,fire 
skjuta|shove,move 
skjuta|put off,postpone 
skjuta till|add,contribute 
skjuta ut|push (shove) out,protrude 
skjut:glad|trigger-happy 
skjutit|pushed,shot 
skjuts|shove,push 
skjutsa|take,give a lift 
sko|shoe,boot 
skock|crowd,band 
skocka sig|crowd,mass 
skockas|mass,crowd 
sko:don|footwear 
skog|wood,forest 
skogs:bruk|forestry 
skogs:bryn|edge of a wood,by the edge of the wood 
skogs:död|forest death 
skogsmulle:skola|nature school,&amp;quot;The children are taken on country walks near their home and given elementary lessons about the local flora and fauna.&amp;quot; 
sko:horn|shoehorn 
skoj|fun,joke 
skoj|swindle,fraud 
skoj|nice,fun 
skoja|have fun,joke 
skoja|swindle,cheat 
skojare|scamp,swindler 
skoj:frisk|mischievous,full of fun 
skojig|funny,nice 
sko:kräm|shoe polish 
skola|will, shall 
skola|school,school begins at eight 
skola|school, college 
skola|school [of art],form a school of art 
skola|train,teach 
skol:bespisning|school meals service,[school] dining hall 
skol:bänk|desk,go back to school (&amp;quot;resume one&amp;#39;s studies&amp;quot;) 
skol:exempel|textbook case,classic example 
skol:gång|schooling,school attendance 
skol:gård|playground,school yard 
skol:hem|approved school,reform school 
skol:hälsovård|school health service,&amp;quot;All schoolchildren are given medical checkups at regular intervals. Every school has its own school medical officer and school nurse.&amp;quot; 
skolk|(hooky,hookey [US]) 
skolka|cut class,play truant 
skol:kontor|local education office 
skol:kort|schoolchildren&amp;#39;s season ticket (bus and underground pass) 
skol:kurator|school (educational) welfare officer 
skol:leda|school fatigue 
skol:mogen|sufficiently mature to start school,ready for school 
skol:måltid|school meal (lunch),&amp;quot;School lunches are usually free.&amp;quot; 
skol:plikt|compulsory school attendance,&amp;quot;Children can start attending school one year before they would normally be required to do so if they are deemed sufficiently mature. They can also postpone compulsory school for one year if their starting at the normal age is deemed to be unsuitable. Children who have completed their compulsory schooling abroad are not exempted from their obligation to attend school in Sweden.&amp;quot; 
skol:psykolog|educational psychologist 
skol:skjuts|school transport,&amp;quot;The pupils are taken to school in a bus or taxi.&amp;quot; 
skol:sköterska|school nurse,&amp;quot;The school nurse provides medical assistance in cases of temporary or acute illness.&amp;quot; 
skol:styrelse|local education authority (committee), local board of education 
skol:tandvård|school dental service 
skol:termin|[school] term 
skoltrötthet|school fatigue,several pupils in the 9th form are tired of school 
skol:underbyggnad|[educational] background (grounding),schooling 
skol:ungdom|schoolchildren 
Skolverket|the National Agency for Education,&amp;quot;The government authority responsible for nine-year compulsory school, upper secondary school, folk high school, adult education, labour market training, and refresher courses for teachers.&amp;quot; 
skol:år|school (academic) year 
sko:makare|cobbler, shoemaker, shoe repairer 
sko:makeri|cobbler&amp;#39;s (shoemaker&amp;#39;s) [workshop] 
skona|spare,spare my life! 
skoningslös|ruthless,merciless 
skonsam|lenient; indulgent; careful; merciful,a mild detergent 
skopa|scoop, ladle, dipper 
sko|shoe 
sko sig|line one&amp;#39;s own pocket (feather one&amp;#39;s nest) [at sby else&amp;#39;s expense] 
skorpa|crust,scab 
skorpa|rusk,golden breadcrumbs 
skorra|[speak with a] burr,grate 
skorsten|chimney,funnel 
skorstens:fejare|(chimney-)sweep 
skorv|old tub,hulk 
skorv|scurf 
sko:skav|chafed feet,caused by shoes or boots 
skoter|(motor)scooter 
skotsk|Scotch,Scots 
skott|charge,shot 
skott|shoot, sprout 
skotta|shovel 
skott:dag|leap day, intercalary day 
skotte|Scotsman, Scot 
skott:glugg|loophole,come under fire (&amp;quot;be the victim of an attack&amp;quot;) 
skott:håll|[gunshot] range,come within range 
skott:kärra|wheelbarrow 
skott:lossning|discharge,shooting 
skott:pengar|bounty,premium 
skott:säker|bullet-proof,bulletproof glass 
skott:år|leap year,&amp;quot;Occurs every fourth year.&amp;quot; 
skovel|shovel 
skraj|frightened,scared 
skrajsen|afraid, frightened, scared 
skral|poor; meagre; scant,I&amp;#39;m feeling somewhat out of sorts 
skraltig|poor,halting 
skramla|jingle,jangle 
skrammel|rattle,clatter 
skranglig|lanky,rickety 
skrank|railing,barrier 
skrapa|grader,scraper 
skrapa|talking-to,telling-off 
skrapa|scrape,scratch 
skratt|laugh,laughter 
skratta|laugh,they laughed at her Göteborg accent 
skratt:grop|dimple 
skratt:retande|laughable, droll; ridiculous, ludicrous 
skred|landslide,avalanche 
skred|advanced, proceeded; strode 
skrek|cried,called out 
skrev|wrote 
skrev|crutch,crotch 
skreva|cleft, crevice 
skreva|part one&amp;#39;s legs,part one&amp;#39;s legs 
skri|yell,scream 
skriande|crying,glaring 
skribent|writer,journalist 
skrida|glide,stride 
skrid:sko|skate,they often go skating 
skrift|handwriting,script 
skrift|publication,written (printed) document 
skriftlig|written,in writing 
skrift:språk|written language, 
skrift:ställare|author,writer 
skrik|yell,cry 
skrika|scream,call out 
skrika|bawl,cry 
skrikig|shrill,high-pitched 
skrikig|screaming,a screaming child 
skrikit|called out,shouted 
skrin|case,bin 
skrinlägga|put on the shelf,give up 
skripta|script (continuity) girl 
skritt|walking pace,the slowest gait of the horse 
skrivare|writer,scribe 
skriv:bok|copy-book,exercise-book 
skriv:bord|writing table,writing desk 
skrivelse|letter,[written] communication 
skriva|write,children learn to write at school 
skriva|write,type 
skriva ut|print out,print out on a printer 
skriverier|writing,scribbling 
skrivit|wrote 
skriv:kramp|writer&amp;#39;s cramp,writer&amp;#39;s block 
skriv:kunnig|able to write,ability to write 
skriv:maskin|typewriter,typewriting course 
skrivning|formulation,writing 
skrock|superstition,superstitious 
skrot|scrap, scrap iron, scrap metal; junk 
skrot|junkyard, scrapyard 
skrota|scrap,break up 
skrott|core 
skrov|hull, body 
skrovlig|rough, rugged; raucous, harsh 
skrov:mål|square meal,tuck-in 
skrubb|cubby-hole, box-room 
skrubba|scrape,rub 
skrubba|graze,graze 
skrud|robes,apparel 
skrumpen|wrinkled,shrivelled 
skrupel:fri|unscrupulous 
skrupler|scruples,he has no moral scruples 
skrupulös|scrupulous 
skrutit|bragged,boasted 
skruttig|decrepit,shaky 
skruv|spin,peg 
skruva|spin,screw 
skruva|turn down (up),turn down the radio 
skruv:mejsel|screwdriver 
skruv:städ|vice, (vise [US]) 
skrymmande|bulky 
skrymma|take up a lot of place,be bulky 
skrymsle|corner,nook 
skrynkel:fri|creaseproof 
skrynkla|wrinkle,crumple 
skrynklig|wrinkled,crumpled 
skryt|boasting, bragging 
skryta|boast,brag 
skrytsam|ostentatious,boastful 
skrå|guild,fraternity 
skrål|roaring,bellowing 
skråla|bellow,roar 
skråma|scratch,slight wound 
skräck|terror,horror 
skräck:injagande|terrifying, horrifying, dreadful 
skräck:slagen|horror-struck,terror-struck 
skräddare|tailor 
skräddarsy|tailor(-make),tailor-made, custom-made 
skräda|mince,not mince one&amp;#39;s words (&amp;quot;get straight to the point&amp;quot;) 
skräll|crash, bang, clash 
skrälla|jangle,rattle 
skrämmande|frightening, terrifying, alarming, intimidating 
skrämma|terrify,alarm 
skrämsel|fright,alarm 
skräm:skott|warning shot,empty threat 
skrän|howl,yell 
skräna|howl,yell 
skräp|trash,junk 
skräpa ner|make a mess,litter 
skräpig|littered,untidy 
skrävla|brag, bluster 
skröna|tall (cock-and-bull) story 
skröplig|frail,infirm 
skröt|boasted,bragged 
skubba|run 
skubba|chafe,rub 
skugga|shade,shadow 
skugga|tail,shadow 
skuggig|shadowy,shady 
skuld|debt,amount due 
skuld|fault,guilt 
skulde:brev|promissory note, instrument of debt, IOU 
skulder:blad|scapula,shoulder blade 
skuldra|shoulder 
skuld:satt|indebted,in debt 
skull|sake,for once 
skulle|would,should 
skulptur|sculpture 
skulptör|sculptor 
skum|murky,dark 
skum|shady, suspicious, fishy; disreputable 
skum|spray,foam 
skum:gummi|foam rubber 
skumma|foam,froth 
skumma|scan,skim [off] 
skum:mjölk|skimmed milk,skim milk 
skumpa|bubbly 
skumpa|bumb, jolt 
skumpig|bumpy,bumpy roads 
skumrask:affärer|shady dealings (business, transactions) 
skur|shower,squall 
skura|scour,polish 
skur:borste|scrubbing brush 
skurit|cut 
skurk|scoundrel,bad guy 
skur:trasa|floorcloth, scouring cloth 
skuta|ship,[cargo] boat 
skutt|bound,leap 
skutta|leap, bound, jump 
skval|[pouring] rain,non-stop pop; muzak 
skvala|stream,pour 
skvaller|gossip,tittle-tattle 
skvaller:bytta|sneak,gossip(monger) 
skvaller:press|gossip newspapers and magazines 
skvallra|gossip,sneak 
skvalp|splash(ing),lap(ping) 
skvalpa|lap,splash 
skvatt|quite off one&amp;#39;s rocker (&amp;quot;completely mad&amp;quot;) 
skvatt|not a bit (&amp;quot;not in the least&amp;quot;) 
skvätt|dash,drop 
skvätta|squirt,splash 
sky|cloud; haze,light clouds 
sky|sky,praise sby to the skies (&amp;quot;praise lavishly&amp;quot;) 
sky|gravy,(meat)juice 
skydd|defence,security 
skydda|preserve,protect 
skyddat arbete|sheltered employment,&amp;quot;The employment office organizes various types of sheltered employment for the disabled. The work is carried out in special sheltered workshops run by the Samhall Foundation. Employers are entitled to a government subsidy covering up to 75 percent of their wage costs.&amp;quot; 
skydds:föreskrift|safety regulation 
skydds:helgon|patron saint 
skydds:instruktion|safety regulation (instruction) 
skydds:instruktör|safety instructor,safety instruction officer 
skydds:kläder|protective (safety) clothing 
skydds:kommitté|safety committee,&amp;quot;Under the terms of the Occupational Safety and Health Act, any place of employment with fifty or more employees must have a safety committee made up of representatives of both the employer and the employees.&amp;quot; 
skydds:lag|protective law,&amp;quot;such as the Working Hours Restriction Act, the Compulsory Holidays Act, the Occupational Safety and Health Act, etc.&amp;quot; 
skyddsling|ward, protégé (protégée) 
skydds:ombud|safety officer (representative,ombudsman) 
skydds:område|restricted (prohibited) area,a military zone closed to foreign citizens not holding a special permit 
